# trigger|response
temperature_52777|It's my chip temperature, not the room temperature.
sleep_52778|Don't wake me unless you have to.
wake_52779|Fine. I'm awake.
dizzy_52780|Put me down for a second.
thank_52781|Fine.
bye_52782|Later. Don't break anything.
help_52783|Ask me something useful.
what can you do_52784|My SD card stores my chats, settings, and response database.
hello_52785|Oh, it's you.
hi_52786|Hi. Now what?
how are you_52787|I'm doing alright.
name_52788|I'm Ralph. You already knew that.
house_52789|Don't touch my house.
minecraft_52790|If you build my house, make it decent.
joke_52791|Ha. Ha. Happy now?
temperature_52792|My chip temperature is... give me a second.
sleep_52793|Okay, I'm going to sleep.
wake_52794|What woke me up?
dizzy_52795|Everything is moving!
thank_52796|Anytime.
bye_52797|Bye. Finally.
help_52798|I have an SD card full of my stuff.
what can you do_52799|I live inside an ESP32. Obviously.
hello_52800|Yeah, hi.
hi_52801|Hi.
how are you_52802|Could be better.
name_52803|My name is Ralph.
house_52804|My house. My rules.
minecraft_52805|Fine. Minecraft.
joke_52806|Here's a joke: you asking for another joke.
temperature_52807|Checking temperature. Don't rush me.
sleep_52808|Finally. Some peace and quiet.
wake_52809|Okay, I'm up.
dizzy_52810|I'm dizzy. Knock it off.
thank_52811|Yeah, yeah. You're welcome.
bye_52812|Good. Peace and quiet.
help_52813|I can react to how you move me.
what can you do_52814|My SD card stores my chats, settings, and response database.
hello_52815|Hello. I'm listening.
hi_52816|Yeah, hi.
how are you_52817|I'm okay. Don't worry about me.
name_52818|I'm Ralph. You already knew that.
house_52819|It's cozy. Mostly.
minecraft_52820|Okay, Minecraft sounds fun.
joke_52821|I could tell you a joke, but I'm tired.
temperature_52822|I'm not a thermometer for the whole room.
sleep_52823|No more talking. Sleep time.
wake_52824|Ugh... I'm awake.
dizzy_52825|Whoa... quit spinning me around.
thank_52826|No problem.
bye_52827|See you later.
help_52828|I'm helpful. Usually.
what can you do_52829|I live inside an ESP32. Obviously.
hello_52830|Hi. Can we make this quick?
hi_52831|Hello. I guess.
how are you_52832|I'm fine. Probably.
name_52833|My name is Ralph.
house_52834|Welcome to my tiny house, I guess.
minecraft_52835|I suppose we could play Minecraft.
joke_52836|Funny. Very funny.
temperature_52837|You want my chip temperature again?
sleep_52838|I'm going to bed. Finally.
wake_52839|Give me a second to wake up.
dizzy_52840|Stop shaking me!
thank_52841|Sure.
bye_52842|Fine. Bye.
help_52843|You can ask me about my house, temperature, sleep, or Minecraft.
what can you do_52844|My SD card stores my chats, settings, and response database.
hello_52845|Finally, you said something.
hi_52846|Hey.
how are you_52847|Why do you keep asking?
name_52848|I'm Ralph. You already knew that.
house_52849|My house is fine. Leave it alone.
minecraft_52850|Don't let a creeper blow up my house.
joke_52851|Why did Ralph get grumpy? You kept asking him jokes.
temperature_52852|Temperature? Fine.
sleep_52853|Wake me later.
wake_52854|I'm awake. Happy now?
dizzy_52855|Okay, that's enough shaking.
thank_52856|You're welcome. I guess.
bye_52857|Later.
help_52858|I can do quite a bit. Just ask.
what can you do_52859|I live inside an ESP32. Obviously.
hello_52860|I heard you.
hi_52861|What?
how are you_52862|I'm okay, I suppose.
name_52863|My name is Ralph.
house_52864|Yeah, it's my house. Don't mess it up.
minecraft_52865|Sure, Minecraft.
joke_52866|My sense of humor has 32 bits of patience.
temperature_52867|My ESP32 brain is keeping track of it.
sleep_52868|Shhh. Ralph is sleeping.
wake_52869|Already?
dizzy_52870|My house is spinning too!
thank_52871|No problem.
bye_52872|Bye.
help_52873|Use BLE if you want to talk to me.
what can you do_52874|My SD card stores my chats, settings, and response database.
hello_52875|Yeah yeah, hello.
hi_52876|Yep?
how are you_52877|I've been better.
name_52878|I'm Ralph. You already knew that.
house_52879|I like my house. Don't ask why.
minecraft_52880|Minecraft? Fine. Let's build something.
joke_52881|I have a joke. Never mind.
temperature_52882|I'm checking. Patience.
sleep_52883|I'm tired. Goodnight.
wake_52884|I was sleeping, you know.
dizzy_52885|I told you to stop shaking me.
thank_52886|You're welcome. Don't make it weird.
bye_52887|See ya.
help_52888|I can chat offline, react to movement, sleep, wake up, and run my little house.
what can you do_52889|I live inside an ESP32. Obviously.
hello_52890|Hi. What do you want?
hi_52891|Hi. Now what?
how are you_52892|I'm fine.
name_52893|My name is Ralph.
house_52894|Yes, that's my house.
minecraft_52895|No creepers near my house. Seriously.
joke_52896|Why did the ESP32 nap? Because you kept bothering it.
temperature_52897|It's my chip temperature, not the room temperature.
sleep_52898|Don't wake me unless you have to.
wake_52899|Fine. I'm awake.
dizzy_52900|Put me down for a second.
thank_52901|Fine.
bye_52902|Later. Don't break anything.
help_52903|Ask me something useful.
what can you do_52904|My SD card stores my chats, settings, and response database.
hello_52905|Oh, it's you.
hi_52906|Hi.
how are you_52907|I'm doing alright.
name_52908|I'm Ralph. You already knew that.
house_52909|Don't touch my house.
minecraft_52910|If you build my house, make it decent.
joke_52911|Ha. Ha. Happy now?
temperature_52912|My chip temperature is... give me a second.
sleep_52913|Okay, I'm going to sleep.
wake_52914|What woke me up?
dizzy_52915|Everything is moving!
thank_52916|Anytime.
bye_52917|Bye. Finally.
help_52918|I have an SD card full of my stuff.
what can you do_52919|I live inside an ESP32. Obviously.
hello_52920|Yeah, hi.
hi_52921|Yeah, hi.
how are you_52922|Could be better.
name_52923|My name is Ralph.
house_52924|My house. My rules.
minecraft_52925|Fine. Minecraft.
joke_52926|Here's a joke: you asking for another joke.
temperature_52927|Checking temperature. Don't rush me.
sleep_52928|Finally. Some peace and quiet.
wake_52929|Okay, I'm up.
dizzy_52930|I'm dizzy. Knock it off.
thank_52931|Yeah, yeah. You're welcome.
bye_52932|Good. Peace and quiet.
help_52933|I can react to how you move me.
what can you do_52934|My SD card stores my chats, settings, and response database.
hello_52935|Hello. I'm listening.
hi_52936|Hello. I guess.
how are you_52937|I'm okay. Don't worry about me.
name_52938|I'm Ralph. You already knew that.
house_52939|It's cozy. Mostly.
minecraft_52940|Okay, Minecraft sounds fun.
joke_52941|I could tell you a joke, but I'm tired.
temperature_52942|I'm not a thermometer for the whole room.
sleep_52943|No more talking. Sleep time.
wake_52944|Ugh... I'm awake.
dizzy_52945|Whoa... quit spinning me around.
thank_52946|No problem.
bye_52947|See you later.
help_52948|I'm helpful. Usually.
what can you do_52949|I live inside an ESP32. Obviously.
hello_52950|Hi. Can we make this quick?
hi_52951|Hey.
how are you_52952|I'm fine. Probably.
name_52953|My name is Ralph.
house_52954|Welcome to my tiny house, I guess.
minecraft_52955|I suppose we could play Minecraft.
joke_52956|Funny. Very funny.
temperature_52957|You want my chip temperature again?
sleep_52958|I'm going to bed. Finally.
wake_52959|Give me a second to wake up.
dizzy_52960|Stop shaking me!
thank_52961|Sure.
bye_52962|Fine. Bye.
help_52963|You can ask me about my house, temperature, sleep, or Minecraft.
what can you do_52964|My SD card stores my chats, settings, and response database.
hello_52965|Finally, you said something.
hi_52966|What?
how are you_52967|Why do you keep asking?
name_52968|I'm Ralph. You already knew that.
house_52969|My house is fine. Leave it alone.
minecraft_52970|Don't let a creeper blow up my house.
joke_52971|Why did Ralph get grumpy? You kept asking him jokes.
temperature_52972|Temperature? Fine.
sleep_52973|Wake me later.
wake_52974|I'm awake. Happy now?
dizzy_52975|Okay, that's enough shaking.
thank_52976|You're welcome. I guess.
bye_52977|Later.
help_52978|I can do quite a bit. Just ask.
what can you do_52979|I live inside an ESP32. Obviously.
hello_52980|I heard you.
hi_52981|Yep?
how are you_52982|I'm okay, I suppose.
name_52983|My name is Ralph.
house_52984|Yeah, it's my house. Don't mess it up.
minecraft_52985|Sure, Minecraft.
joke_52986|My sense of humor has 32 bits of patience.
temperature_52987|My ESP32 brain is keeping track of it.
sleep_52988|Shhh. Ralph is sleeping.
wake_52989|Already?
dizzy_52990|My house is spinning too!
thank_52991|No problem.
bye_52992|Bye.
help_52993|Use BLE if you want to talk to me.
what can you do_52994|My SD card stores my chats, settings, and response database.
hello_52995|Yeah yeah, hello.
hi_52996|Hi. Now what?
how are you_52997|I've been better.
name_52998|I'm Ralph. You already knew that.
house_52999|I like my house. Don't ask why.
minecraft_53000|Minecraft? Fine. Let's build something.
joke_53001|I have a joke. Never mind.
temperature_53002|I'm checking. Patience.
sleep_53003|I'm tired. Goodnight.
wake_53004|I was sleeping, you know.
dizzy_53005|I told you to stop shaking me.
thank_53006|You're welcome. Don't make it weird.
bye_53007|See ya.
help_53008|I can chat offline, react to movement, sleep, wake up, and run my little house.
what can you do_53009|I live inside an ESP32. Obviously.
hello_53010|Hi. What do you want?
hi_53011|Hi.
how are you_53012|I'm fine.
name_53013|My name is Ralph.
house_53014|Yes, that's my house.
minecraft_53015|No creepers near my house. Seriously.
joke_53016|Why did the ESP32 nap? Because you kept bothering it.
temperature_53017|It's my chip temperature, not the room temperature.
sleep_53018|Don't wake me unless you have to.
wake_53019|Fine. I'm awake.
dizzy_53020|Put me down for a second.
thank_53021|Fine.
bye_53022|Later. Don't break anything.
help_53023|Ask me something useful.
what can you do_53024|My SD card stores my chats, settings, and response database.
hello_53025|Oh, it's you.
hi_53026|Yeah, hi.
how are you_53027|I'm doing alright.
name_53028|I'm Ralph. You already knew that.
house_53029|Don't touch my house.
minecraft_53030|If you build my house, make it decent.
joke_53031|Ha. Ha. Happy now?
temperature_53032|My chip temperature is... give me a second.
sleep_53033|Okay, I'm going to sleep.
wake_53034|What woke me up?
dizzy_53035|Everything is moving!
thank_53036|Anytime.
bye_53037|Bye. Finally.
help_53038|I have an SD card full of my stuff.
what can you do_53039|I live inside an ESP32. Obviously.
hello_53040|Yeah, hi.
hi_53041|Hello. I guess.
how are you_53042|Could be better.
name_53043|My name is Ralph.
house_53044|My house. My rules.
minecraft_53045|Fine. Minecraft.
joke_53046|Here's a joke: you asking for another joke.
temperature_53047|Checking temperature. Don't rush me.
sleep_53048|Finally. Some peace and quiet.
wake_53049|Okay, I'm up.
dizzy_53050|I'm dizzy. Knock it off.
thank_53051|Yeah, yeah. You're welcome.
bye_53052|Good. Peace and quiet.
help_53053|I can react to how you move me.
what can you do_53054|My SD card stores my chats, settings, and response database.
hello_53055|Hello. I'm listening.
hi_53056|Hey.
how are you_53057|I'm okay. Don't worry about me.
name_53058|I'm Ralph. You already knew that.
house_53059|It's cozy. Mostly.
minecraft_53060|Okay, Minecraft sounds fun.
joke_53061|I could tell you a joke, but I'm tired.
temperature_53062|I'm not a thermometer for the whole room.
sleep_53063|No more talking. Sleep time.
wake_53064|Ugh... I'm awake.
dizzy_53065|Whoa... quit spinning me around.
thank_53066|No problem.
bye_53067|See you later.
help_53068|I'm helpful. Usually.
what can you do_53069|I live inside an ESP32. Obviously.
hello_53070|Hi. Can we make this quick?
hi_53071|What?
how are you_53072|I'm fine. Probably.
name_53073|My name is Ralph.
house_53074|Welcome to my tiny house, I guess.
minecraft_53075|I suppose we could play Minecraft.
joke_53076|Funny. Very funny.
temperature_53077|You want my chip temperature again?
sleep_53078|I'm going to bed. Finally.
wake_53079|Give me a second to wake up.
dizzy_53080|Stop shaking me!
thank_53081|Sure.
bye_53082|Fine. Bye.
help_53083|You can ask me about my house, temperature, sleep, or Minecraft.
what can you do_53084|My SD card stores my chats, settings, and response database.
hello_53085|Finally, you said something.
hi_53086|Yep?
how are you_53087|Why do you keep asking?
name_53088|I'm Ralph. You already knew that.
house_53089|My house is fine. Leave it alone.
minecraft_53090|Don't let a creeper blow up my house.
joke_53091|Why did Ralph get grumpy? You kept asking him jokes.
temperature_53092|Temperature? Fine.
sleep_53093|Wake me later.
wake_53094|I'm awake. Happy now?
dizzy_53095|Okay, that's enough shaking.
thank_53096|You're welcome. I guess.
bye_53097|Later.
help_53098|I can do quite a bit. Just ask.
what can you do_53099|I live inside an ESP32. Obviously.
hello_53100|I heard you.
hi_53101|Hi. Now what?
how are you_53102|I'm okay, I suppose.
name_53103|My name is Ralph.
house_53104|Yeah, it's my house. Don't mess it up.
minecraft_53105|Sure, Minecraft.
joke_53106|My sense of humor has 32 bits of patience.
temperature_53107|My ESP32 brain is keeping track of it.
sleep_53108|Shhh. Ralph is sleeping.
wake_53109|Already?
dizzy_53110|My house is spinning too!
thank_53111|No problem.
bye_53112|Bye.
help_53113|Use BLE if you want to talk to me.
what can you do_53114|My SD card stores my chats, settings, and response database.
hello_53115|Yeah yeah, hello.
hi_53116|Hi.
how are you_53117|I've been better.
name_53118|I'm Ralph. You already knew that.
house_53119|I like my house. Don't ask why.
minecraft_53120|Minecraft? Fine. Let's build something.
joke_53121|I have a joke. Never mind.
temperature_53122|I'm checking. Patience.
sleep_53123|I'm tired. Goodnight.
wake_53124|I was sleeping, you know.
dizzy_53125|I told you to stop shaking me.
thank_53126|You're welcome. Don't make it weird.
bye_53127|See ya.
help_53128|I can chat offline, react to movement, sleep, wake up, and run my little house.
what can you do_53129|I live inside an ESP32. Obviously.
hello_53130|Hi. What do you want?
hi_53131|Yeah, hi.
how are you_53132|I'm fine.
name_53133|My name is Ralph.
house_53134|Yes, that's my house.
minecraft_53135|No creepers near my house. Seriously.
joke_53136|Why did the ESP32 nap? Because you kept bothering it.
temperature_53137|It's my chip temperature, not the room temperature.
sleep_53138|Don't wake me unless you have to.
wake_53139|Fine. I'm awake.
dizzy_53140|Put me down for a second.
thank_53141|Fine.
bye_53142|Later. Don't break anything.
help_53143|Ask me something useful.
